kepid,av_training_set,av_pred_class,tce_ror,av_vf_afp,tce_incl,tce_duration,tce_sma,tce_ldm_coeff4,tce_model_snr,tce_ingress,tce_max_sngle_ev,tce_impact,tce_depth,av_vf_ntp,av_pp_ntp
5535280,AFP,AFP,0.4377453,99.7415,89.5,6.238,0.3481,-0.050316,2215.0,5.652,890.3,0.9021,106900.0,0.0201,0.0
5535280,AFP,AFP,0.36246631,99.2547,89.44,6.345,0.3481,-0.050316,1695.0,5.293,637.5,0.9045,75710.0,0.0034,0.0
5535792,AFP,AFP,0.0047518856,98.7246,84.4,3.041,0.02187,0.3797032,11.34,0.01531,5.649,0.2468,26.07,1.2471,0.1158
5535792,UNK,NTP,0.0052713783,9.3068,76.02,1.664,0.01378,0.3797032,17.35,0.01161,4.776,0.5,30.71,90.2925,97.8828
5554685,UNK,NTP,0.016082979,16.4124,60.25,2.836,0.02862,0.2978966,7.115,0.2209,3.447,0.8995,228.6,81.4454,95.1188
5556726,AFP,AFP,0.0082753252,92.1089,71.63,2.402,0.02,-0.5568892,18.69,0.03838,6.189,0.7002,71.5,3.8503,1.1245
5556769,AFP,AFP,0.0067729722,57.7077,84.47,15.04,0.1003,0.0237792,7.784,0.139,8.507,0.5232,51.53,37.9753,31.3923
5565497,AFP,AFP,0.018577821,65.3431,90.0,3.426,0.02958,-0.053788,177.0,0.06249,42.76,0.0001715,399.9,21.3336,17.2844
5565497,UNK,NTP,0.0040761831,32.839,63.47,8.29,0.0371,-0.053788,8.398,0.05623,3.459,0.6349,17.67,60.8389,68.706
5565497,UNK,NTP,0.0034928664,33.7235,40.65,2.454,0.01783,-0.053788,9.232,0.02962,5.113,0.8451,11.5,58.6613,63.761
5614247,AFP,AFP,0.0060981784,95.7306,85.71,6.758,0.07008,0.2888396,8.203,0.0506,4.543,0.4377,41.94,3.91,1.0361
5615282,NTP,NTP,0.0019687402,2.7489,50.7,6.783,0.02871,-0.0698812,9.228,0.02585,6.558,0.6967,4.024,97.0868,98.8918
5616197,NTP,NTP,0.0094212768,1.6558,89.8,14.66,0.8712,-0.5024792,3.72,0.1771,46.34,0.4789,108.9,96.5718,98.7603
5616250,UNK,NTP,0.011073304,0.891,89.96,11.67,1.252,-0.5157308,2.828,0.1345,81.53,0.2226,162.8,98.1053,98.9374
5631648,UNK,NTP,0.0054342924,15.9391,87.23,1.987,0.01431,0.3697428,9.597,0.01085,9.039,0.103,34.3,83.4782,95.572
5631655,UNK,NTP,0.0029111099,7.7864,31.2,3.157,0.02368,-0.07045,8.359,0.04845,7.044,0.9018,7.433,91.492,98.0685
5632093,UNK,NTP,0.0027683985,20.3433,76.58,1.388,0.01492,-0.1101468,5.829,0.005411,11.92,0.5408,8.365,78.768,92.9559
5632701,AFP,AFP,0.00680727,82.2791,84.15,6.358,0.04478,0.1910144,12.9,0.05175,9.045,0.413,53.13,4.6769,5.7431
5646170,AFP,AFP,0.0057946584,95.488,89.78,6.268,0.05738,0.1719402,10.07,0.03613,4.213,0.02045,39.6,2.5455,0.6107
5646176,UNK,NTP,0.0062524532,20.8824,88.18,2.42,0.02014,0.149392,7.723,0.01519,11.82,0.1,46.21,74.9015,91.3584
5647010,UNK,NTP,0.0020460274,12.7464,26.8,2.268,0.01746,0.3382714,0.4661,0.02417,8.795,0.9,3.715,86.7838,96.9997
5647514,AFP,AFP,0.010979331,94.4031,70.85,2.285,0.02084,0.3260114,19.96,0.04815,8.671,0.7,124.7,5.4885,1.5975
5652303,UNK,NTP,0.0033330234,9.1697,84.65,2.287,0.01755,-0.0202748,13.61,0.007839,6.73,0.1761,12.61,89.9645,97.787
5652893,PC,PC,0.013641309,1.1303,86.98,3.479,0.104,-0.4963546,20.31,0.1765,7.711,0.8629,162.8,0.0,0.0
5652983,PC,PC,0.050918407,14.9476,89.8,6.112,1.422,-0.5127848,41.03,2.472,27.1,0.957,1658.0,8.6998,7.9952
5385269,AFP,AFP,0.010553277,96.5212,78.34,16.78,0.1074,-0.1435328,16.39,0.4099,3.689,0.7606,111.7,1.6349,0.3124
5385304,PC,PC,0.020058265,6.243,89.76,3.785,0.3976,0.238716,18.43,0.1081,6.301,0.5634,440.2,0.3596,0.7853
5385410,PC,PC,0.0099616171,22.3209,89.84,2.354,0.1037,0.175798,13.45,0.02346,6.529,0.1029,117.3,2.3882,7.8529
5387183,NTP,NTP,0.0027425728,22.6649,28.54,2.11,0.01514,0.358276,1.509,0.03109,5.681,0.9036,6.56,76.521,91.3292
5387211,UNK,NTP,0.004730344,15.8399,83.26,2.316,0.02109,0.2430544,7.923,0.01236,5.472,0.3436,25.55,83.6523,95.6796
5387843,PC,AFP,0.018311372,67.3108,83.94,1.244,0.01748,0.076293,47.83,0.02967,7.243,0.5003,373.7,2.5193,11.1207
5388229,UNK,AFP,0.016700116,46.8916,75.0,0.6407,0.01335,-0.4559612,18.18,0.05211,7.888,0.9005,216.5,41.0536,33.8809
5395490,NTP,NTP,0.015195646,15.0245,66.82,6.427,0.02638,-0.1404126,10.37,0.1713,15.18,0.6671,246.3,84.2181,95.9243
5396122,AFP,AFP,0.05382521,72.9376,89.71,1.566,0.1256,-0.2535058,47.77,0.09214,11.1,0.3729,3379.0,0.7361,3.1377
5396122,AFP,AFP,0.026139558,57.5629,88.54,1.91,0.1256,-0.2535058,9.444,0.1811,3.067,0.8658,607.2,5.21,13.88
5396265,AFP,AFP,0.0054513953,98.6572,28.59,6.073,0.0571,0.2856302,11.09,0.6924,9.99,0.9784,21.42,1.2717,0.1193
5440317,PC,PC,0.0096907282,8.8177,87.77,1.457,0.03303,-0.324708,12.86,0.01714,7.213,0.4314,108.9,0.6707,1.0751
5440651,NTP,AFP,0.024978663,57.5855,88.77,0.8414,0.0109,-0.421228,53.95,0.02071,13.37,0.1,752.3,11.7537,18.7757
5440852,UNK,NTP,0.0028107564,9.3295,41.39,10.35,0.06184,-0.0409016,8.895,0.1671,26.38,0.9103,6.907,90.4985,97.8874
5458795,AFP,AFP,0.005437861,62.412,69.08,14.09,0.04241,0.0436508,7.397,0.1117,5.094,0.5653,32.8,36.6331,30.9932
5458845,AFP,AFP,0.005466066,97.5213,38.55,11.6,0.04507,0.2708078,12.64,0.2742,4.0,0.8799,26.85,2.3946,0.5541
5458845,AFP,AFP,0.0039094961,99.3181,64.17,12.26,0.04507,0.2708078,7.502,0.09147,3.033,0.6928,15.96,0.6502,0.0795
5458882,AFP,AFP,0.0064647,96.0868,65.21,7.935,0.03595,0.2498166,9.23,0.09342,4.93,0.6762,43.95,3.9037,1.0291
5471202,AFP,AFP,0.021224848,99.0724,52.72,19.84,0.1071,0.092218,25.0,4.845,6.087,0.9654,324.5,0.6633,0.0799
5471202,AFP,AFP,0.020975289,97.9453,47.61,21.24,0.1071,0.092218,28.92,5.604,4.369,0.969,311.1,1.1515,0.1064
5471217,AFP,AFP,0.015147722,98.1737,48.13,17.95,0.1022,-0.3837206,19.0,4.581,5.3,0.9767,144.1,1.2275,0.1142
5473171,AFP,AFP,0.006922667,98.7174,84.66,1.5,0.01861,-0.281482,3.773,0.01132,5.897,0.2997,55.34,1.2449,0.1156
5473535,AFP,AFP,0.015995456,77.5858,89.99,1.496,0.02838,0.263677,36.26,0.02355,5.779,0.001263,299.6,8.1553,7.8182
5473535,NTP,AFP,0.010187803,82.6961,85.72,1.445,0.01788,0.263677,14.47,0.01618,4.485,0.3171,119.1,10.4828,6.0223
5473556,AFP,AFP,0.56787598,99.9236,86.54,8.959,0.09427,0.4216528,12330.0,6.073,2870.0,0.7865,217000.0,0.0203,0.0
5473556,AFP,AFP,0.35914404,98.538,89.75,5.0,0.09427,0.4216528,-1.0,1.331,2510.0,0.1,149900.0,1.1092,0.1024
5479871,AFP,AFP,0.0073965611,55.7792,89.42,5.298,0.02692,-0.4341616,9.143,0.03893,4.34,0.02501,67.94,42.3022,37.0435
5479932,UNK,AFP,0.0070374577,89.592,72.91,1.795,0.01576,0.1248184,10.14,0.02412,7.971,0.6951,51.53,9.5768,4.3335
5479950,AFP,NTP,0.0091388669,36.1068,82.33,11.14,0.04448,-0.1731104,6.384,0.1108,5.197,0.3,99.11,62.3465,73.2991
5479973,UNK,AFP,0.3169631,97.4438,77.21,4.62,0.02955,0.234242,1180.0,1.927,163.7,0.7234,95590.0,1.9726,0.4236
5520547,PC,PC,0.013254232,0.5674,89.64,3.959,0.09743,0.0669184,16.75,0.05276,4.201,0.1369,208.9,0.0119,0.0
5521300,AFP,AFP,0.019329643,93.2047,89.99,1.425,0.1396,0.0362304,17.03,0.02704,7.511,0.01829,442.3,4.852,1.3874
5521300,AFP,AFP,0.01548845,99.4114,89.29,2.58,0.1396,0.0362304,13.69,0.05735,4.418,0.5644,264.4,0.4563,0.0775
5521686,NTP,NTP,0.026716917,3.449,89.93,2.516,1.409,-0.4745644,8.449,0.261,29.57,0.8764,560.1,95.7765,98.785
5535792,AFP,AFP,0.0054494964,96.6608,86.83,3.048,0.02186,0.3797032,12.33,0.01686,6.253,0.1427,34.55,3.2586,0.8192
5535890,AFP,AFP,0.010008036,97.0075,89.14,2.413,0.0431,0.1334568,36.8,0.0245,8.136,0.1551,118.3,0.8746,0.1634
5536008,UNK,NTP,0.0049427971,46.5094,67.49,4.446,0.02057,0.2702744,8.66,0.03373,6.0,0.5945,26.58,52.293,53.8887
5556804,AFP,AFP,0.01217777,94.6736,89.47,14.79,0.1,-0.0272028,9.958,0.1786,4.766,0.06011,178.6,3.3347,0.8627
5556804,AFP,AFP,0.013983712,95.1509,76.42,15.03,0.1001,-0.0272028,10.94,0.685,3.747,0.8408,181.9,2.6101,0.6332
5556830,AFP,AFP,0.010781535,72.0266,87.27,16.02,0.1022,-0.465405,9.92,0.1846,4.99,0.2743,142.2,21.4836,17.2599
5557072,AFP,AFP,0.0061658851,97.7024,89.83,2.111,0.01862,0.3937622,5.063,0.01294,8.679,0.008804,44.2,2.2945,0.5271
5557072,AFP,AFP,0.015228838,90.7783,87.27,3.0,0.01862,0.3937622,-1.0,0.04545,5.709,0.1,269.6,9.2157,3.8911
5565700,AFP,AFP,0.010751582,89.1839,80.04,5.713,0.03783,0.348948,9.446,0.07895,64.02,0.4824,128.9,10.7245,5.5622
5565700,AFP,AFP,0.00047663202,91.8435,28.31,7.3,0.03783,0.348948,0.01092,0.01981,10.58,0.9082,0.1975,8.1288,2.9876
5565700,NTP,NTP,0.019714848,10.9914,87.66,9.0,0.04295,0.348948,-1.0,0.1757,12.63,0.1,454.1,88.8126,97.5311
5565707,UNK,AFP,0.0096351974,95.7842,74.24,1.365,0.02388,0.337922,20.66,0.06596,8.629,0.9,80.8,1.0958,0.2386
5566206,UNK,AFP,0.0092820032,50.3038,39.7,3.616,0.01944,0.0425484,10.17,0.1413,4.817,0.8784,76.36,48.0484,46.3746
5616489,UNK,NTP,0.033079783,11.9701,89.97,11.4,1.512,-0.211804,7.028,0.375,8.305,0.1656,1358.0,72.0595,89.4108
5616896,NTP,NTP,0.015762018,2.8415,89.98,10.83,0.9986,-0.2960658,11.32,0.1697,53.68,0.0989,346.3,96.218,98.7766
5617102,AFP,AFP,0.0097350565,99.0615,86.85,1.814,0.01639,0.2951524,11.97,0.01783,9.592,0.1381,108.8,0.9076,0.0897
5617102,AFP,AFP,0.01038383,96.9244,84.36,1.645,0.01639,0.2951524,12.13,0.01818,4.053,0.2656,122.6,3.0041,0.7385
5632781,UNK,AFP,0.33041364,84.9739,89.54,9.0,0.09767,0.4571808,-1.0,2.253,7345.0,0.1,127800.0,13.705,9.4426
5632912,AFP,AFP,0.0030895974,99.0676,27.57,2.786,0.02117,0.1102958,1.696,0.04346,5.361,0.8972,8.412,0.923,0.0905
5632912,AFP,AFP,0.010034905,99.7528,87.68,2.51,0.02117,0.1102958,20.44,0.02519,5.174,0.1017,117.6,0.2097,0.0677
5632912,AFP,AFP,0.0086381843,98.9573,67.81,2.463,0.02117,0.1102958,13.85,0.04103,6.163,0.7,77.33,0.9807,0.0937
5647514,AFP,AFP,0.0095844921,98.4006,88.32,1.973,0.02084,0.3260114,17.42,0.01892,3.355,0.1,105.8,1.2921,0.1229
5647514,UNK,NTP,0.010121371,11.7702,82.29,5.84,0.03355,0.3260114,10.27,0.06433,5.635,0.3022,116.7,87.0502,97.1557
5647638,UNK,NTP,0.011683549,26.9321,12.42,1.593,0.02406,0.3305476,15.06,1.262,5.878,0.9964,53.93,62.7475,74.69
5647974,NTP,NTP,0.001803203,12.4587,74.58,2.333,0.02123,-0.0677276,9.341,0.00655,25.75,0.5995,3.495,86.251,96.9333
5652983,UNK,AFP,0.0068050678,75.3022,86.69,7.003,0.09828,-0.5127848,11.22,0.0629,5.093,0.4992,53.97,7.0293,9.1025
5653072,UNK,AFP,0.0055774888,79.3998,89.99,4.508,0.04207,-0.428752,11.96,0.025,34.47,0.001024,43.02,13.8837,10.2656
5653126,UNK,AFP,0.38372527,92.5883,88.48,7.799,0.2457,0.0453236,1336.0,14.34,2212.0,0.9771,65630.0,5.5786,1.674
5653152,AFP,AFP,0.032630696,83.3263,88.49,2.857,0.04142,-0.5415432,59.71,0.09629,11.72,0.2537,1359.0,2.3109,5.4034
5385410,AFP,AFP,0.0083122408,96.9022,74.27,17.86,0.1092,0.175798,14.73,0.4611,3.836,0.8284,65.65,1.7892,0.3617
5385410,AFP,AFP,0.0068245166,93.4694,86.9,19.54,0.1092,0.175798,13.81,0.1417,4.582,0.2561,54.57,4.3833,1.2261
5385439,AFP,AFP,0.013309436,97.7611,89.85,20.09,0.09818,-0.3826752,29.09,0.2639,6.13,0.01284,219.3,1.0511,0.1055
5385439,AFP,AFP,0.017565965,96.2761,44.97,19.85,0.09817,-0.3826752,30.52,5.529,6.189,0.9758,193.6,1.2046,0.2057
5388891,UNK,NTP,0.0058656024,8.3506,71.85,2.261,0.03155,0.3297816,9.625,0.06362,6.387,0.8929,30.48,89.0231,97.9102
5389066,UNK,NTP,0.013319735,8.3251,89.89,10.17,1.598,0.0193588,2.014,0.2714,16.41,0.7169,183.1,86.6214,97.5413
5389110,UNK,AFP,0.011721901,47.6363,34.01,6.678,0.04469,-0.297462,7.626,1.033,4.077,0.967,93.66,45.8853,38.7562
5396265,AFP,AFP,0.0041429724,99.064,49.27,13.88,0.0571,0.2856302,10.69,0.1667,3.849,0.812,16.7,0.9078,0.0897
5396936,AFP,AFP,0.0063049479,93.0093,82.39,11.14,0.049,0.0591056,12.81,0.07509,4.503,0.2665,47.13,6.9722,2.2726
5396936,AFP,AFP,0.0065985803,99.0626,88.22,10.58,0.049,0.0591056,13.43,0.06969,4.086,0.06811,52.4,0.9219,0.0905
5396936,NTP,NTP,0.0072356749,24.3251,64.53,17.4,0.04717,0.0591056,10.7,0.1617,4.856,0.4779,59.65,72.3585,89.1516
5440852,AFP,AFP,0.0026365809,98.6217,50.76,2.821,0.0247,-0.0409016,8.073,0.02884,5.143,0.863,6.446,1.3627,0.1365
5440852,AFP,AFP,0.0023502936,86.9658,76.34,3.091,0.0247,-0.0409016,8.12,0.00966,4.68,0.5003,6.09,12.8017,8.1485
5441980,PC,PC,0.12898382,18.6486,87.59,1.349,0.06002,0.0321892,557.6,0.6779,82.72,0.9199,10990.0,0.1933,1.6751
5442047,UNK,NTP,0.0050978305,7.8315,89.88,1.726,0.9472,-0.5548862,1.069,0.07978,119.9,0.9459,16.9,87.2861,97.7053
5458882,AFP,AFP,0.006778813,96.5639,46.97,6.092,0.03595,0.2498166,9.788,0.1977,4.306,0.8932,40.6,3.433,0.8731
5458953,AFP,NTP,0.0054863348,42.3195,83.76,12.05,0.04974,0.183837,8.607,0.06964,4.391,0.2362,35.09,57.1544,62.11
5459805,AFP,AFP,0.010543476,95.4041,23.9,1.271,0.01437,0.3116232,4.175,0.1402,7.822,0.9563,86.49,4.5618,1.2555
5459805,AFP,AFP,0.022748388,98.0047,87.23,2.0,0.01437,0.3116232,-1.0,0.04492,7.966,0.1,601.3,1.9797,0.4222
5471217,AFP,AFP,0.015108186,97.0473,43.86,19.09,0.1022,-0.3837206,20.1,5.047,4.701,0.9778,142.2,1.0874,0.15
5471271,AFP,AFP,0.0097291336,95.7448,89.9,18.72,0.1087,0.045556,19.51,0.1803,5.249,0.008888,113.0,3.3819,0.8657
5471271,AFP,AFP,0.013773082,96.6953,42.35,19.01,0.1087,0.045556,23.27,4.786,3.788,0.9785,126.5,1.3287,0.184
5471289,AFP,AFP,0.020814243,98.699,53.03,19.49,0.1071,-0.1417842,25.99,4.762,6.276,0.9661,302.4,0.639,0.0801
5473584,AFP,AFP,0.0096739741,87.544,89.94,7.911,0.07225,0.002932,9.092,0.0758,4.728,0.007512,112.2,8.88,3.8741
5473584,AFP,AFP,0.010829326,90.0275,64.62,12.24,0.07226,0.002932,9.993,0.6442,3.988,0.8971,101.1,8.9569,3.7265
5473584,UNK,NTP,0.011626149,24.8833,77.87,11.15,0.09511,0.002932,7.754,0.4556,2.696,0.8527,124.3,66.3781,79.7103
5480040,UNK,NTP,0.005897655,15.5342,84.4,1.322,0.0155,0.2384292,10.11,0.008702,7.961,0.3317,39.86,82.4761,95.5793
5480040,AFP,AFP,0.0092182555,97.3624,58.13,15.19,0.05673,0.2384292,12.97,0.3267,3.394,0.7619,85.28,2.5911,0.6097
5480040,AFP,AFP,0.0091976703,98.6493,45.57,11.8,0.05673,0.2384292,13.37,0.5427,4.239,0.8995,73.77,1.3256,0.1283
5521686,UNK,NTP,0.017607452,2.4408,89.79,8.459,1.52,-0.4745644,5.243,0.5932,10.32,0.8752,246.0,94.767,98.7804
5522154,AFP,AFP,0.0047051745,97.8923,18.55,1.13,0.01453,0.247928,2.431,0.07072,6.298,0.964,16.66,2.0638,0.4526
5522154,AFP,AFP,0.0051760222,96.8076,27.09,1.841,0.01453,0.247928,2.455,0.04703,4.31,0.8958,23.7,3.0532,0.7559
5522154,AFP,AFP,0.0033719029,94.255,38.24,1.58,0.01454,0.247928,1.276,0.02736,5.015,0.8993,9.995,5.6195,1.652
5524229,NTP,NTP,0.014518034,19.81,86.22,3.743,0.186,-0.3285966,6.713,0.6359,5.632,0.9633,141.5,56.6143,75.2135
5536038,AFP,AFP,0.0032806574,90.5776,75.3,2.91,0.01634,0.3308148,7.196,0.01156,6.184,0.4213,12.16,9.3977,4.0731
5536038,AFP,AFP,0.0041794695,97.7466,61.34,2.602,0.01634,0.3308148,6.23,0.02127,5.234,0.7021,18.1,1.8313,0.372
5536715,AFP,AFP,0.0066475607,98.8109,81.9,1.212,0.01673,0.3080092,12.59,0.01113,6.477,0.5321,48.28,0.8614,0.0876
5536715,AFP,AFP,0.0065107969,99.2385,87.32,1.213,0.01673,0.3080092,12.9,0.00818,4.714,0.2036,48.82,0.4568,0.0775
5536715,AFP,AFP,0.02039409,97.4979,88.42,1.5,0.01673,0.3080092,-1.0,0.03028,4.37,0.1,483.5,2.2899,0.5272
5557072,AFP,AFP,0.014163165,99.5156,87.27,3.0,0.01862,0.3937622,-1.0,0.04231,4.938,0.1,233.2,0.4469,0.0775
5557810,UNK,NTP,0.032396881,4.5292,89.98,10.44,1.036,-0.4484152,6.265,0.3309,10.31,0.1015,1307.0,90.62,98.4721
5557821,AFP,AFP,0.017749274,96.7574,88.65,2.732,0.0397,-0.00734,34.24,0.04946,5.759,0.1934,374.3,0.6628,0.1936
5558085,UNK,NTP,0.0056293123,2.6136,44.09,7.398,0.04133,0.2011944,8.538,0.2286,4.976,0.9074,27.29,97.0962,98.8914
5566536,NTP,NTP,0.0077922324,10.0841,10.42,1.835,0.02647,0.1217934,15.29,0.4323,10.69,0.9868,40.76,89.4649,97.7171
5566536,AFP,AFP,0.0076838591,94.4045,88.21,1.192,0.02455,0.1217934,10.42,0.0095,3.781,0.2077,67.3,4.4309,1.2274
5566536,AFP,AFP,0.0077588578,97.0018,85.47,0.7168,0.02455,0.1217934,6.765,0.009919,3.81,0.6686,61.43,2.1271,0.4801
5566636,NTP,NTP,0.0081922116,10.819,86.87,5.845,0.02454,0.183837,8.865,0.04786,5.073,0.08726,78.94,89.0398,97.5738
5617102,UNK,NTP,0.01526634,19.6128,87.63,3.0,0.02219,0.2951524,-1.0,0.04556,4.598,0.1,268.7,79.7074,93.4789
5617110,UNK,NTP,0.0043185658,8.4981,71.82,14.46,0.06928,-0.018608,10.0,0.09695,10.62,0.6,19.92,91.0934,98.0319
5617259,NTP,NTP,0.012323585,16.1157,89.88,4.704,0.02457,-0.2196438,17.32,0.05727,4.831,0.003624,179.1,82.3694,95.3297
5617259,UNK,NTP,0.014764029,14.4587,87.64,6.611,0.02148,-0.2196438,16.15,0.09634,5.484,0.04129,257.1,85.061,96.3202
5633259,UNK,NTP,0.024175529,4.8462,89.93,10.31,0.8309,-0.1357016,7.43,0.2627,6.964,0.2741,698.4,79.2914,91.7936
5636642,AFP,AFP,0.12812044,93.1361,77.23,1.19,0.01784,-0.1138432,287.7,0.5153,28.01,0.9002,11870.0,0.4656,0.5331
5636642,AFP,AFP,0.11293127,96.3275,88.91,1.5,0.01784,-0.1138432,-1.0,0.1536,22.4,0.1,15240.0,0.5737,0.2282
5636648,AFP,AFP,0.015200633,79.0082,88.34,0.6652,0.01834,-0.1540404,20.83,0.01094,5.419,0.301,261.1,16.9617,13.6714
5636882,UNK,NTP,0.015749405,12.4732,75.72,1.233,0.01781,-0.163932,12.79,0.03736,7.702,0.7043,254.7,86.5913,96.9437
5648096,NTP,NTP,0.010269434,7.5424,66.0,2.865,0.03495,-0.0342188,11.72,0.1454,7.529,0.8987,93.08,92.2084,98.2117
5648096,NTP,NTP,0.0075469289,10.0331,66.45,2.837,0.02201,-0.0342188,9.01,0.04137,3.822,0.7,59.01,89.5687,97.7376
5648096,AFP,AFP,0.0053554856,99.5096,32.33,2.216,0.01846,-0.0342188,4.344,0.06077,3.786,0.9,25.29,0.481,0.0775
5653163,AFP,AFP,0.015965974,89.8314,74.84,5.043,0.03513,-0.2420112,15.1,0.1534,4.35,0.7007,266.2,3.1092,2.191
5653693,UNK,AFP,0.0059276119,55.1205,85.69,2.701,0.01334,-0.4156676,14.32,0.01625,6.139,0.1431,43.57,44.1282,38.952
5653795,UNK,NTP,0.0051951882,5.9487,89.52,8.502,0.04844,0.2960444,7.419,0.04397,4.545,0.02474,32.06,93.269,98.4408
5653849,AFP,AFP,0.18097814,97.1232,88.19,37.51,0.4036,-0.100041,730.2,9.726,275.2,0.687,34110.0,0.4639,0.1822
5385469,AFP,AFP,0.0071542969,43.6789,86.07,8.162,0.1179,0.3297706,8.851,0.09519,4.736,0.6275,54.63,34.6295,29.8378
5385471,AFP,AFP,0.037080975,98.6434,61.45,21.71,0.1033,-0.23121,31.98,5.089,5.146,0.9355,1059.0,0.9088,0.09
5385471,AFP,AFP,0.035840727,98.4567,55.27,23.69,0.1033,-0.23121,34.72,6.469,5.23,0.9488,945.5,0.9042,0.0898
5389184,UNK,AFP,0.0059159542,80.2654,89.01,1.409,0.02063,-0.175886,8.518,0.008371,10.17,0.1,41.97,9.7878,5.6064
5389234,AFP,AFP,0.017855288,98.4369,88.85,1.567,0.01938,0.3771016,13.17,0.02766,6.293,0.0814,367.9,1.3767,0.1408
5389234,AFP,AFP,0.022460647,95.0862,30.71,3.464,0.01947,0.3771016,20.39,0.2776,3.685,0.8611,469.1,4.8705,1.3617
5389540,AFP,AFP,0.077389738,97.4212,82.89,4.867,0.07552,-0.0975288,59.03,2.889,17.78,0.9629,3260.0,1.1991,0.1221
5396950,AFP,AFP,0.01128329,98.6672,18.41,6.663,0.05472,0.2959444,15.24,1.664,8.672,0.9822,88.22,1.2985,0.1233
5396950,AFP,AFP,0.0068812953,99.3123,77.59,11.21,0.05473,0.2959444,11.12,0.09996,4.742,0.4846,52.53,0.6814,0.0804
5397160,UNK,NTP,0.0018725418,28.6643,52.31,2.975,0.01325,0.1567664,1.717,0.009555,9.013,0.6471,3.745,64.8702,77.0337
5397166,AFP,AFP,0.018776029,95.6161,71.67,2.309,0.03428,-0.1027,52.96,0.2084,34.13,0.9,298.0,0.8901,0.2577
5442451,NTP,NTP,0.018338622,13.6435,89.96,2.319,0.8345,-0.2420112,9.415,0.0622,64.18,0.5785,372.1,77.0272,92.4294
5442451,NTP,NTP,0.0071459228,13.0968,89.89,12.78,0.8154,-0.2420112,1.564,0.0999,12.54,0.3043,60.83,80.4005,94.8335
5442481,UNK,NTP,0.003107576,30.6001,76.44,1.533,0.01419,-0.028699,6.25,0.007028,10.92,0.5704,10.6,68.7098,83.1919
5443410,UNK,NTP,0.029320265,12.466,55.27,6.44,0.05588,0.3409794,10.84,2.09,5.422,0.9668,643.3,86.1245,96.9256
5459805,AFP,AFP,0.021127729,99.1102,87.92,1.5,0.01437,0.3116232,-1.0,0.03134,5.951,0.1,517.1,0.8711,0.0879
5460434,AFP,AFP,0.0025957868,98.4974,27.66,4.606,0.02629,0.3337526,3.35,0.06208,5.683,0.9,5.912,1.4995,0.1872
5460434,AFP,AFP,0.0033779473,98.9286,36.97,5.649,0.02629,0.3337526,6.171,0.06215,4.74,0.8345,10.83,1.0622,0.0987
5460835,AFP,AFP,0.51628358,99.6664,88.63,5.336,0.1502,0.150682,4865.0,5.163,1577.0,0.8994,144800.0,0.0474,0.0
5123624,AFP,AFP,0.0053380737,98.3126,86.92,1.208,0.01671,0.1559926,11.93,0.007066,3.762,0.3048,33.12,1.0425,0.0978
5124254,AFP,AFP,0.021311921,97.8715,88.52,2.885,0.0984,-0.2992388,11.59,0.1179,15.38,0.7069,471.0,0.481,0.1304
5124667,PC,PC,0.025436863,3.9022,89.55,8.775,0.5429,0.2632568,50.31,0.4597,23.29,0.7345,660.4,0.086,0.297
5125048,AFP,AFP,0.013131509,99.0047,87.38,2.0,0.01434,0.3589456,11.58,0.02618,5.683,0.1,200.9,0.9575,0.0924
5179979,UNK,NTP,0.010914541,8.9723,76.27,4.964,0.02936,0.378272,14.12,0.07146,4.72,0.5026,131.8,90.9059,97.9552
5179979,AFP,AFP,0.020983895,93.5362,17.04,1.997,0.02241,0.378272,22.3,1.04,5.552,0.9878,246.6,6.1197,1.8747
5179979,AFP,AFP,0.012984577,99.4006,87.51,3.5,0.02241,0.378272,-1.0,0.04531,5.856,0.1,195.8,0.5589,0.0779
5180524,UNK,NTP,0.028870051,1.9699,89.93,3.784,1.198,-0.340074,10.53,0.2933,41.22,0.8097,792.8,96.364,98.7615
5200084,UNK,NTP,0.0027458768,19.1005,82.71,3.299,0.05078,0.1243616,13.19,0.01565,38.24,0.6511,7.976,71.1149,86.6151
5200521,UNK,NTP,0.0086954157,8.2256,65.41,2.938,0.0181,-0.144902,8.874,0.04926,4.662,0.7,78.98,90.3771,97.9566
5200521,AFP,AFP,0.016650438,99.3235,17.65,2.314,0.02266,-0.144902,13.47,0.8946,4.802,0.9852,158.1,0.6107,0.0787
5200521,AFP,AFP,0.015117237,97.2525,19.78,2.673,0.02266,-0.144902,15.48,0.6016,6.601,0.9728,148.8,2.5855,0.609
5214214,UNK,NTP,0.0029555895,8.3617,40.98,3.82,0.02383,-0.0332708,13.62,0.03337,6.094,0.8152,8.479,90.9441,97.9678
5215251,AFP,AFP,0.13025805,69.8414,39.81,7.896,0.03768,-0.1367574,142.1,3.948,63.12,1.0,6074.0,25.1169,21.3427
5215465,UNK,AFP,0.00058388121,47.3518,66.37,0.8127,0.03875,0.068104,0.005312,0.05121,5.452,0.9956,0.1845,47.5998,42.6905
5215508,UNK,NTP,0.0039724449,29.9347,88.64,3.162,0.019,0.421964,15.38,0.01254,26.08,0.05084,18.48,57.3185,66.2698
5257082,AFP,PC,0.01624056,1.6393,87.47,1.868,0.09136,-0.0704874,11.45,0.1365,4.926,0.8907,227.7,0.1405,0.1904
