,tce_period,tce_ror,tce_dor,tce_incl,tce_impact,tce_duration,tce_ingress,tce_depth,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_model_snr,tce_model_chisq,tce_robstat,tce_chisq1,tce_chisq2,tce_prad,tce_sma,tce_eqt,tce_steff,tce_slogg,tce_smet,tce_sradius,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_rmesmad,tce_rsnrmes,tce_rminmes,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd
738,0.681138,0.36376465,2.4117697,71.02,0.7846,2.407,1.266,103800.0,0.2553272,0.902532,-0.6269364,0.1603108,4293.0,29670.0,6088.0,3518000.0,299500.0,34.3,0.01413,2030.0,5872.0,4.47,-0.58,0.864,556.9,7455.0,0.0,7783.0,0.5759,0.0004358,-1.0,-1.0,-1.0,-1.0
739,3.31576,0.31394692,7.3157235,85.46,0.5791,4.084,1.333,106600.0,0.5123232,-0.0214792,0.5971688,-0.328712,338.9,3891.0,443.5,79120.0,1539.0,29.09,0.04143,1100.0,5528.0,4.52,-0.14,0.849,68.36,383.6,0.009834,283.9,0.8834,0.02915,0.0,7.823469,-0.08152811,1.122916
740,3.31575,0.096492886,4.6418481,79.28,0.8635,3.688,1.044,8161.0,0.5123232,-0.0214792,0.5971688,-0.328712,34.41,2664.0,37.7,3044.0,274.3,8.94,0.04143,1100.0,5528.0,4.52,-0.14,0.849,7.087,31.0,3.183,23.08,1.11,0.1127,5.5720848419e-179,7.592169,-0.08225509,1.090563
741,8.36061,0.16538811,9.8595652,89.99,0.001083,7.549,1.071,34200.0,0.5847792,-0.3475066,1.033663,-0.480954,494.0,11070.0,1022.0,115900.0,9648.0,14.85,0.07409,764.0,5198.0,4.5,-0.1,0.823,68.4,568.7,2.657,534.9,0.8687,0.027,0.0,7.920824,0.0079481,1.123569
742,1.95328,0.0055910201,1.1416771,38.29,0.8961,5.965,0.1646,27.7,0.3044946,0.9881746,-0.9647084,0.3375626,8.463,31860.0,9.761,9270.0,1233.0,0.9268,0.03364,2040.0,6869.0,4.2,-0.18,1.519,5.449,8.287,0.09094,2.075,1.021,0.6947,2.007782076e-13,8.038401,-0.1171548,1.158367
743,6.03514,0.0060048713,4.8345459,85.52,0.3776,8.892,0.06185,40.73,0.4079664,0.8133024,-0.8839316,0.3282988,10.66,15280.0,17.82,3858.0,1545.0,1.672,0.07872,1850.0,7377.0,3.88,-0.08,2.552,5.478,10.21,4.134,9.033,1.043,0.4503,2.1349689628e-19,8.026774,-0.1232845,1.15766
744,8.09705,0.24697781,11.831386,87.18,0.583,5.763,1.589,66140.0,0.2796428,0.7959378,-0.4623488,0.0887908,555.8,5071.0,790.2,83550.0,7425.0,24.09,0.07241,892.0,5753.0,4.42,-0.56,0.894,161.7,687.2,2.288,785.0,0.8089,0.01875,0.0,6.868431,-0.06013686,0.9838027
745,0.655447,0.011994277,2.0152043,69.65,0.7008,1.814,0.04178,149.6,0.4997976,0.1043987,0.3852545,-0.2420112,14.91,28510.0,11.89,51330.0,3437.0,1.309,0.01477,2100.0,5780.0,4.44,0.0,1.0,7.051,11.32,4.567e-17,1.577,1.317,1.179,4.6495623008e-13,11.19117,2.631608,1.216568
746,0.655439,0.010343041,2.7864492,79.57,0.5042,1.573,0.02152,121.0,0.4997976,0.1043987,0.3852545,-0.2420112,12.18,26090.0,10.41,27420.0,3407.0,1.129,0.01477,2100.0,5780.0,4.44,0.0,1.0,4.213,10.4,0.4892,2.15,1.171,0.6833,2.97798084e-10,11.41635,2.902704,1.210556
747,0.567993,0.029546125,2.2231151,87.42,0.1,2.0,0.05796,1056.0,0.4997976,0.1043987,0.3852545,-0.2420112,-1.0,-1.0,11.45,11730.0,1469.0,3.224,0.01343,2200.0,5780.0,4.44,0.0,1.0,5.952,9.645,0.0,3.734,-0.1037,0.5521,1.3780449962e-11,10.10175,1.559069,1.214396
748,205.583,0.2102923,199.72703,89.73,0.9392,6.003,4.816,25070.0,0.2257896,1.0673368,-0.9245608,0.2967232,253.7,408.4,303.2,999.2,109.2,21.0,0.6823,323.0,6328.0,4.52,-0.5,0.915,140.4,281.0,7.675,399.6,0.903,0.0159,0.0,7.443455,-0.2359087,1.0897
749,2.21702,0.018257474,6.9040028,84.17,0.7008,1.812,0.06279,345.3,0.4468626,0.5501308,-0.3805902,0.0934652,34.76,9162.0,35.95,6546.0,1865.0,2.546,0.03661,1700.0,6517.0,4.35,0.21,1.278,10.96,31.66,0.03156,25.23,1.098,0.1451,1.5266811008e-195,7.436182,-0.05641483,1.064083
750,6.92851,0.0080470652,3.6832282,82.78,0.4627,12.87,0.1304,72.71,0.292141,0.9904462,-0.935546,0.3213974,11.49,18370.0,16.59,2403.0,1313.0,1.229,0.07666,1270.0,6714.0,4.24,-0.2,1.4,3.158,9.505,0.0009314,2.44,1.208,1.041,-1.0,-1.0,-1.0,-1.0
751,2.30946,0.006254349,1.1863507,52.52,0.7218,10.43,0.1344,40.2,0.292141,0.9904462,-0.935546,0.3213974,11.31,23520.0,14.06,9154.0,1633.0,0.9555,0.03685,1830.0,6714.0,4.24,-0.2,1.4,4.042,9.27,0.001024,2.265,1.22,1.079,-1.0,-1.0,-1.0,-1.0
752,6.92813,0.010539149,1.1630175,39.86,0.8928,21.54,1.065,98.6,0.292141,0.9904462,-0.935546,0.3213974,13.49,11800.0,15.88,2667.0,1098.0,1.61,0.07665,1270.0,6714.0,4.24,-0.2,1.4,6.006,11.14,0.0,65.89,1.211,0.2289,-1.0,-1.0,-1.0,-1.0
753,1.54167,0.01253793,6.6326354,87.41,0.3,1.717,0.02334,189.0,0.6136144,-0.2930334,0.8879522,-0.4245518,58.07,12870.0,57.43,22580.0,2465.0,1.49,0.02559,1590.0,5533.0,4.34,0.18,1.089,8.974,48.05,3.788e-16,27.99,1.208,0.1192,0.0,7.995926,-0.5379751,1.212852
754,2.53918,0.018309922,8.0176472,88.14,0.26,2.382,0.04588,395.8,0.42067,0.43387,-0.0847484,-0.048928,38.63,9717.0,39.34,4523.0,705.6,1.91,0.03677,1350.0,5996.0,4.49,-0.1,0.956,10.1,35.88,1.301,49.57,1.077,0.0768,2.5476785842e-246,7.480778,-0.07574995,1.073237
755,0.523378,0.011215666,1.0093006,26.52,0.9031,1.802,0.1035,111.0,0.4154928,0.7818248,-0.8205384,0.2943296,15.11,36100.0,11.34,28800.0,2069.0,1.937,0.01465,3330.0,7254.0,4.22,0.07,1.583,8.249,11.37,1.423e-05,3.728,1.329,0.5814,4.440701579e-46,4.383566,-2.454138,0.9736849
756,0.567962,0.019280792,2.1030033,64.66,0.9,0.9872,0.09126,325.3,0.4154928,0.7818248,-0.8205384,0.2943296,11.02,16430.0,13.02,11970.0,1126.0,3.331,0.01547,3240.0,7254.0,4.22,0.07,1.583,4.115,9.592,3.272e-24,1.476,1.148,1.213,1.3382136904e-34,5.097,-1.111477,0.8764293
757,0.567964,0.018355484,2.9314777,88.05,0.1,1.5,0.02731,388.2,0.4154928,0.7818248,-0.8205384,0.2943296,-1.0,-1.0,9.778,13000.0,1258.0,3.171,0.01547,3240.0,7254.0,4.22,0.07,1.583,4.324,8.555,0.0,2.121,-0.1169,1.839,8.2443122407e-52,3.637336,-0.7396211,0.6155679
758,3.7438,0.0091039648,1.2226968,49.18,0.7993,14.41,0.3544,80.99,0.2834256,0.9370864,-0.79288,0.2471392,12.23,31970.0,14.04,5291.0,1257.0,1.033,0.04852,1310.0,6412.0,4.44,-0.3,1.04,3.848,9.514,2.53,4.43,1.285,0.5149,2.8200616007e-26,5.390397,-2.895094,1.177334
759,1.86934,0.0099242957,1.2179792,40.68,0.9237,4.788,0.3037,82.25,0.2834256,0.9370864,-0.79288,0.2471392,8.928,9269.0,10.16,2260.0,442.6,1.126,0.03054,1650.0,6412.0,4.44,-0.3,1.04,4.659,7.439,2.435,7.879,1.2,0.6391,3.8951044362e-13,7.276715,-1.787588,1.287679
760,1.71658,0.012074261,6.3204353,82.01,0.8784,1.043,0.05242,128.4,0.3367134,0.7291992,-0.4866258,0.1158934,9.569,9456.0,8.943,6998.0,1149.0,1.3,0.02845,1610.0,6192.0,4.47,-0.22,0.987,5.344,8.422,0.001499,13.37,1.136,0.2744,3.235827832e-14,7.920245,0.0786922,1.112687
761,6.10023,0.025837151,9.7738217,88.2,0.3079,4.666,0.1295,786.7,0.4369788,0.3666588,0.0108248,-0.0884672,42.58,7952.0,44.45,1967.0,330.4,2.642,0.06593,991.0,5957.0,4.51,-0.08,0.937,5.755,40.34,0.2712,61.51,1.056,0.05869,0.0,7.217394,-0.1029507,1.03997
762,346.425,0.010963164,112.51002,89.62,0.7506,15.93,0.3903,121.5,0.3554332,0.7335268,-0.5486464,0.154192,7.603,455.6,7.577,9.693,2.185,1.506,0.9942,314.0,6327.0,4.28,-0.12,1.259,7.515,7.908,15.77,11.4,0.9615,0.5801,1.1919090487e-15,6.780591,0.3568176,0.9534285
763,24.1878,0.012112238,105.42163,89.9,0.192,1.742,0.02163,171.4,0.3518448,0.7732252,-0.6268474,0.1907046,10.2,790.9,10.44,395.0,80.66,1.731,0.1727,782.0,6437.0,4.27,-0.1,1.31,7.897,8.841,1.148,11.66,1.154,0.3827,2.1487287932e-15,7.91755,-0.2017746,1.152564
764,101.132,0.035094741,184.22196,90.0,0.0003465,4.341,0.1472,1498.0,0.5026116,0.0938892,0.399204,-0.2481312,23.78,458.7,25.81,115.3,14.73,3.596,0.4234,380.0,5783.0,4.49,0.0,0.939,8.576,23.59,0.4487,34.74,1.008,0.1406,6.987106356e-110,7.388505,-0.1158646,1.065879
765,12.8348,0.019085962,25.212651,87.96,0.8976,1.877,0.1684,306.8,0.5026116,0.0938892,0.399204,-0.2481312,8.875,1508.0,10.49,775.3,199.6,1.956,0.1069,756.0,5783.0,4.49,0.0,0.939,3.94,8.93,0.8335,12.91,0.9939,0.3736,5.3651899447e-17,7.571146,-0.06784085,1.084527
766,87.5994,0.011086373,41.953033,89.04,0.6998,11.64,0.2476,127.6,0.3901218,0.6264316,-0.4847908,0.129466,5.331,586.9,7.659,24.01,2.274,2.088,0.4416,645.0,7392.0,4.14,-0.16,1.726,4.883,7.108,0.7121,9.583,0.75,0.6343,1.0113176495e-11,6.487117,0.539164,0.9798047
767,5.491,0.0086073,3.0425975,83.51,0.344,13.07,0.1264,85.88,0.2575776,0.934396,-0.7110624,0.2010592,6.978,24760.0,10.04,1709.0,415.0,0.7786,0.05941,1000.0,6068.0,4.57,-0.5,0.829,4.212,7.633,2.34,2.173,0.9141,0.9934,3.202454775e-12,7.806239,0.4754656,1.041871
768,0.758232,0.0058795608,2.071058,76.03,0.5,2.441,0.01899,38.32,0.3566742,0.8642978,-0.83979,0.2914774,12.66,33670.0,13.71,32740.0,3181.0,0.9964,0.01817,2820.0,6921.0,4.2,-0.06,1.553,5.215,9.619,6.037e-24,2.12,1.316,1.84,6.3846967593e-17,7.996468,-1.091953,1.294319
769,0.840498,0.0038119497,1.017114,27.77,0.9,2.806,0.05521,12.8,0.45746,0.2394796,0.034536,-0.0879584,9.399,23670.0,13.74,17950.0,1884.0,0.8877,0.02119,3680.0,8302.0,4.03,-0.24,2.134,4.458,9.71,0.001294,2.622,0.968,0.828,8.284985797e-23,6.493133,-1.806471,1.179871
770,3.00329,0.019235324,13.286849,87.82,0.5049,1.529,0.03848,409.4,0.3109872,0.9293628,-0.8517936,0.2878502,13.65,748.4,13.98,939.9,63.06,3.711,0.04495,1830.0,6606.0,4.07,-0.16,1.768,6.015,11.85,5.827e-05,16.64,1.152,0.3647,1.6386342755e-28,7.486709,-0.2581337,1.099795
771,0.748305,0.013378072,2.1763829,88.82,0.04487,2.659,0.03518,207.8,0.3353084,0.9574588,-0.9829482,0.3521146,12.09,34870.0,16.46,16560.0,1981.0,2.861,0.01855,3250.0,7159.0,4.04,-0.14,1.96,6.044,13.85,0.0007983,1.554,0.8735,0.9052,5.5437148586e-83,0.381552,-7.305477,1.09803
772,0.604589,0.01152034,3.0980364,88.22,0.09609,1.501,0.01725,155.4,0.2971704,0.9354428,-0.82429,0.270716,4.02,10420.0,15.08,14820.0,1921.0,2.096,0.01495,3020.0,6477.0,4.08,-0.2,1.667,3.995,12.75,0.0,1.862,0.3153,1.115,1.4471070815e-23,9.184326,0.5252539,1.23044
773,1.67304,0.0062577615,3.13507,73.32,0.9,1.835,0.05853,33.85,0.4567566,0.2365824,0.113247,-0.1260656,10.54,11730.0,9.513,12510.0,1355.0,2.499,0.03398,3270.0,7144.0,3.58,-0.16,3.659,7.008,8.35,0.003056,5.048,1.262,0.5657,5.1252259125e-14,7.89709,0.02540587,1.119335
774,39.8312,0.016843967,118.24542,89.86,0.2894,2.509,0.04528,351.0,0.6384586,-0.5648732,1.2909822,-0.5553224,14.26,781.1,15.26,253.2,42.31,1.393,0.2118,419.0,5021.0,4.58,0.0,0.758,7.733,13.68,0.2391,19.78,1.042,0.2827,3.6620888933e-35,7.692799,-0.3139379,1.135948
775,3.48159,0.011075302,13.388826,87.88,0.4943,1.752,0.02531,141.4,0.6459372,-0.4248308,1.0560384,-0.4801472,24.07,5554.0,23.08,3114.0,495.9,1.235,0.04344,1160.0,5405.0,4.37,0.21,1.022,7.706,21.32,0.9129,23.83,1.129,0.162,1.1275177202e-80,7.832528,-0.1166562,1.12901
776,0.552545,0.0069716796,1.8150961,89.61,0.01235,2.342,0.01621,56.96,0.2936392,0.972604,-0.902156,0.3056456,12.07,27550.0,11.84,28890.0,2969.0,0.9844,0.01408,2820.0,6672.0,4.3,-0.2,1.294,4.982,9.045,1.391e-05,1.551,1.335,0.8886,9.6205455862e-11,9.913475,0.7761435,1.298682
777,0.552571,0.024444988,2.1519364,87.34,0.1,2.0,0.04819,698.1,0.2936392,0.972604,-0.902156,0.3056456,-1.0,-1.0,14.57,29630.0,4617.0,3.452,0.01408,2820.0,6672.0,4.3,-0.2,1.294,5.407,9.788,0.0,7.401,-0.1022,0.3937,1.9762694461e-12,9.913197,0.7756228,1.298714
778,0.525208,0.0074886556,2.7830686,83.81,0.3,1.387,0.01132,67.62,0.4411604,0.040483,0.6269466,-0.3411564,16.33,30720.0,18.14,96140.0,5925.0,2.754,0.01199,3730.0,5046.0,3.3,-0.54,3.37,6.956,15.45,2.474e-05,10.89,1.057,0.1963,1.2035397244e-95,5.285695,0.09968085,0.7407534
779,3.56462,0.40375383,7.4118538,82.67,0.9461,3.81,4.581,80350.0,0.2586624,0.8899628,-0.6122252,0.1548676,1209.0,67320.0,2855.0,1691000.0,877300.0,39.3,0.04272,1190.0,5891.0,4.45,-0.56,0.892,345.2,2792.0,5.943,4688.0,0.4328,0.0009533,0.0,7.638658,-0.03476966,1.089699
780,0.698717,0.0043355745,2.0831078,70.37,0.6999,1.846,0.01556,19.41,0.4584356,0.5351488,-0.5361804,0.221984,11.9,27820.0,11.75,106500.0,4457.0,5.653,0.02281,7050.0,6980.0,2.79,-0.5,11.95,10.1,10.93,0.00056,4.215,1.089,0.6572,1.4927434501e-19,8.388765,-0.7262542,1.29982
781,0.698658,0.0042969246,3.486037,88.36,0.1,1.53,0.006612,21.56,0.4584356,0.5351488,-0.5361804,0.221984,13.72,23950.0,15.31,85030.0,4819.0,5.602,0.02281,7050.0,6980.0,2.79,-0.5,11.95,4.662,11.57,0.0,4.842,1.186,0.4547,6.3727876489e-46,5.378546,-0.7854735,0.8715388
782,498.337,0.031829687,226.60785,89.77,0.9105,8.155,1.293,800.4,0.5645784,0.104056,0.2555562,-0.090618,5.845,135.9,15.72,105.7,8.51,2.081,1.036,134.0,3987.0,4.66,0.07,0.599,40.01,8.851,2.947,13.9,0.6604,0.3423,1.1155501528e-09,10.64197,-3.294121,2.009152
783,2.43567,0.031669851,8.6196528,84.01,0.9,1.089,0.1568,875.2,0.409605,0.8033752,-0.8533628,0.3104744,16.21,2121.0,12.28,2346.0,323.0,6.155,0.04107,2100.0,7239.0,4.13,0.02,1.781,7.203,16.71,1.886e-30,24.89,0.9702,0.2114,1.1601529587e-53,7.083115,-1.035174,1.153928
784,24.107,0.0090761032,17.264836,89.31,0.2092,10.53,0.09901,96.23,0.343391,0.8789792,-0.8250944,0.2868672,13.01,4578.0,19.41,572.0,255.9,2.493,0.1871,1070.0,6585.0,3.81,-0.08,2.517,5.165,12.55,0.004438,16.65,1.037,0.3032,1.7550765146e-27,8.119246,-0.1851111,1.179132
785,115.232,0.012283026,46.041773,89.17,0.6707,14.5,0.3166,159.0,0.343391,0.8789792,-0.8250944,0.2868672,11.64,1231.0,20.45,64.65,52.87,3.374,0.5309,633.0,6585.0,3.81,-0.08,2.517,5.35,11.49,4.115,14.72,1.013,0.3552,7.9650993497e-21,8.567174,-0.6794213,1.310633
786,1.2809,0.005163556,2.6165087,69.86,0.901,1.667,0.04451,23.19,0.343391,0.8789792,-0.8250944,0.2868672,7.78,13140.0,10.07,12200.0,1572.0,1.418,0.02644,2830.0,6585.0,3.81,-0.08,2.517,3.805,7.998,1.505,5.025,0.9728,0.5238,3.9775064917e-13,7.855929,-0.2017387,1.144608
787,1.28083,0.0048449849,5.7521565,87.04,0.2969,1.633,0.008631,27.02,0.343391,0.8789792,-0.8250944,0.2868672,9.015,13000.0,9.223,10630.0,1454.0,1.331,0.02644,2830.0,6585.0,3.81,-0.08,2.517,4.445,8.429,1.214,6.69,1.07,0.6074,5.7833213048e-14,7.981279,-0.1298872,1.15245
788,10.3071,0.37038181,23.914729,89.76,0.1,4.5,1.226,310900.0,0.3403682,0.6484744,-0.3187988,0.0385542,-1.0,-1.0,7946.0,12350000.0,730800.0,49.19,0.08974,960.0,5912.0,4.22,-0.3,1.217,2559.0,9400.0,0.0,235.6,-0.0001064,0.1061,0.0,64.92458,-113.7868,25.5178
789,8.36056,0.037600041,8.1105681,86.1,0.5511,6.923,0.3549,1609.0,0.5847792,-0.3475066,1.033663,-0.480954,28.98,8262.0,50.94,4990.0,1454.0,3.377,0.07409,764.0,5198.0,4.5,-0.1,0.823,5.785,28.02,1.094,32.38,1.034,0.101,1.155580646e-137,7.915992,0.009810342,1.122736
790,12.1842,0.0202111,39.092438,89.85,0.1056,2.416,0.04839,495.3,0.5163276,0.0667272,0.4233036,-0.2536524,31.87,2205.0,39.09,2356.0,359.3,2.355,0.1031,819.0,5771.0,4.37,0.06,1.068,13.03,28.74,0.5446,38.92,1.109,0.1034,3.9269680969e-159,7.496669,-0.04755905,1.07194
791,3.31581,0.016645686,6.4811968,83.47,0.7369,2.737,0.09624,281.4,0.5680352,-0.2303848,0.8605792,-0.4204256,13.41,7548.0,13.33,4400.0,941.4,1.589,0.041,1100.0,5385.0,4.48,-0.06,0.875,5.368,12.82,0.02844,18.55,1.046,0.2129,7.0445076209e-34,7.472494,0.002362803,1.060977
792,0.499978,0.0094626859,2.4502878,82.87,0.3042,1.5,0.01548,101.5,0.4233676,0.784732,-0.8608418,0.3215816,9.731,31820.0,11.91,24610.0,2908.0,2.542,0.01493,4160.0,7338.0,3.9,-0.02,2.462,6.901,10.83,0.003401,1.981,0.8986,0.821,5.8334306882e-39,4.407269,-3.235491,1.081614
793,8.09715,0.060577628,10.032896,86.0,0.7,4.912,0.523,3822.0,0.2796428,0.7959378,-0.4623488,0.0887908,42.33,2806.0,57.7,1380.0,270.6,5.91,0.07241,892.0,5753.0,4.42,-0.56,0.894,8.472,40.12,1.803,48.99,1.055,0.05557,0.0,6.8699,-0.05629781,0.9834957
794,8.09711,0.030062586,10.445673,86.16,0.7002,4.474,0.2493,938.0,0.2197374,1.1373954,-1.074178,0.373471,119.3,9262.0,193.2,11280.0,14700.0,5.042,0.08116,1270.0,6611.0,4.1,-0.5,1.537,22.34,140.7,0.04871,171.4,0.8484,0.04246,0.0,7.293194,0.01226397,1.034465
795,8.09718,0.0084073848,10.86986,86.14,0.7313,3.951,0.07015,72.19,0.2197374,1.1373954,-1.074178,0.373471,10.87,4924.0,14.05,2627.0,484.8,1.41,0.08117,1270.0,6611.0,4.1,-0.5,1.537,3.403,8.465,0.9536,9.683,1.284,0.3964,5.0386516097e-16,7.42517,-0.02620094,1.057956
796,459.246,0.02370976,1179.4167,89.97,0.6172,2.43,0.08964,608.4,0.4245844,0.4421652,-0.1117624,-0.0356792,3.894,40.17,7.736,23.59,14.58,2.585,1.194,245.0,6077.0,4.47,-0.04,0.999,30.45,8.234,0.0,12.61,0.4729,0.4654,1.2455520532e-11,8.831734,-1.4297,1.455583
797,2.21697,0.0050983233,7.577376,88.6,0.1846,2.208,0.01159,29.86,0.5298324,0.5361554,-0.5966762,0.2163676,12.68,9461.0,12.77,4815.0,845.9,1.164,0.04095,2370.0,7524.0,4.07,0.36,2.092,6.928,11.95,2.283,16.25,1.061,0.2147,5.7371482435e-29,7.489665,-0.2191206,1.095515
798,1.62932,0.00025293379,1.0283954,14.31,0.9965,1.048,0.03663,0.03701,0.5298324,0.5361554,-0.5966762,0.2163676,0.02182,29220.0,11.24,7613.0,1196.0,0.05774,0.03335,2630.0,7524.0,4.07,0.36,2.092,3.797,9.837,0.0,8.25,0.002218,0.3067,4.9215856531e-22,7.109768,-0.4429802,1.073268
799,87.8797,0.43811658,107.01607,89.95,0.1,9.0,2.762,346000.0,0.0,0.0,0.0,0.0,-1.0,-1.0,31970.0,31700000.0,128300.0,39.3,0.374,378.0,5782.0,4.56,-0.3,0.822,8623.0,22690.0,0.0,20740.0,-4.408e-05,0.3403,0.0,129.2613,-50.85574,25.48928
800,87.8773,0.37486765,76.712442,89.93,0.1,12.0,3.297,282600.0,0.0,0.0,0.0,0.0,-1.0,-1.0,34350.0,32580000.0,536100.0,33.63,0.374,378.0,5782.0,4.56,-0.3,0.822,7289.0,21250.0,0.0,19190.0,-4.705e-05,0.1191,0.0,145.5854,-53.80368,28.22087
801,0.968147,0.0079034409,1.0025658,13.4,0.9753,1.877,0.2638,39.96,0.5539248,-0.1315224,0.7133912,-0.3687552,8.943,43550.0,9.359,15710.0,1904.0,0.8193,0.01848,1760.0,5564.0,4.44,0.0,0.95,6.252,7.218,0.008063,2.977,1.239,0.7917,3.2791711963e-13,7.06205,-0.4102331,1.061252
802,1.54154,0.0043007933,3.5049113,88.35,0.1007,3.357,0.01452,22.83,0.6136144,-0.2930334,0.8879522,-0.4245518,8.462,15530.0,11.22,61330.0,2417.0,0.5111,0.02559,1590.0,5533.0,4.34,0.18,1.089,4.221,8.34,3.924e-05,6.065,1.015,0.6245,2.2012979569e-15,7.42003,-0.6172127,1.14203
803,1.54124,0.0059028268,1.1839576,39.66,0.9114,4.232,0.1427,28.13,0.6136144,-0.2930334,0.8879522,-0.4245518,8.538,14330.0,11.69,8395.0,1318.0,0.7015,0.02558,1590.0,5533.0,4.34,0.18,1.089,3.434,8.332,0.01301,4.929,1.025,0.4314,3.1911155349e-15,7.479455,-0.4599768,1.127785
804,39.8415,0.51319359,41.858909,88.77,0.8996,8.847,8.545,143400.0,0.44253,0.4639408,-0.1858578,0.0091928,7334.0,3357.0,20530.0,14320000.0,59290.0,138.3,0.2555,833.0,6070.0,3.8,0.12,2.47,4962.0,15680.0,25.61,20540.0,0.4677,0.009612,0.0,7.542196,-0.2229504,1.10087
805,1.4511,0.0052372727,1.1417942,36.36,0.9195,3.943,0.1294,23.45,0.316612,0.9850758,-0.9920866,0.353,8.49,30550.0,12.44,31750.0,3947.0,0.9521,0.02812,2390.0,7030.0,4.14,-0.16,1.666,5.505,7.892,0.008791,1.544,1.076,1.029,1.820425433e-11,8.381951,0.1241583,1.173342
806,0.968313,0.0051566503,1.402081,55.58,0.7925,3.262,0.04461,25.39,0.5301982,-0.4188874,1.236848,-0.5466828,7.089,38860.0,11.87,16000.0,1999.0,0.3359,0.01602,1230.0,4583.0,4.65,-0.62,0.597,5.08,9.035,0.002005,3.209,0.7846,0.9386,1.1306897775e-21,6.294532,-1.553337,1.11549
807,1.93646,0.0067427064,2.0148132,81.22,0.3074,7.039,0.05203,53.83,0.3709424,0.475784,-0.038166,-0.0853364,10.38,33700.0,12.27,11300.0,1987.0,0.6232,0.02851,1370.0,5691.0,4.5,-0.38,0.847,5.731,9.434,1.155,4.781,1.1,0.6727,7.4513987856e-18,7.735553,-0.3044392,1.141954
808,1.07812,0.021462081,2.0675853,69.94,0.7091,2.929,0.1212,478.1,0.5959576,-0.4968936,1.2550696,-0.5527784,5.508,6638.0,14.54,24830.0,1113.0,1.689,0.01826,1360.0,4919.0,4.57,-0.24,0.721,7.646,8.142,0.01954,3.948,0.6765,0.5804,4.5693545001e-15,7.389546,-0.1358159,1.068065
809,1.07401,0.022230855,2.7823301,87.94,0.1,3.0,0.06589,626.1,0.5959576,-0.4968936,1.2550696,-0.5527784,-1.0,-1.0,13.22,28910.0,1892.0,1.749,0.01821,1370.0,4919.0,4.57,-0.24,0.721,3.404,7.638,0.0,3.908,-0.1309,0.6881,1.6360547393e-14,7.089633,0.0299828,1.002788
810,2.20245,0.0089837077,1.1915151,39.34,0.9215,5.803,0.3266,67.6,0.2995302,0.8982256,-0.7509094,0.233266,12.27,23560.0,23.32,13880.0,4859.0,1.15,0.03374,1660.0,6400.0,4.32,-0.24,1.173,8.287,13.03,0.001203,4.066,0.9422,0.8052,1.679255818e-20,10.05743,0.4071107,1.37075
811,2.20241,0.0069348129,2.3968914,86.24,0.1573,6.981,0.04929,56.56,0.2995302,0.8982256,-0.7509094,0.233266,11.58,17750.0,21.42,15920.0,4629.0,0.8877,0.03374,1660.0,6400.0,4.32,-0.24,1.173,4.387,7.876,0.4914,2.471,1.47,0.817,2.7546658835e-09,9.485232,0.111011,1.331941
812,3.49546,0.35743692,4.7979606,80.77,0.7699,6.222,3.117,106600.0,0.4579422,0.21387,0.1047398,-0.1240842,2942.0,16920.0,5013.0,5403000.0,115500.0,111.7,0.05532,2580.0,8130.0,3.79,-0.22,2.863,371.2,2978.0,1.343,1044.0,0.9879,0.04091,0.0,9.582587,0.07668987,1.350459
813,0.566578,0.0049473898,2.0574349,89.17,0.02963,2.113,0.01041,28.53,0.2387096,1.133886,-1.110738,0.3907252,12.74,29540.0,14.33,38100.0,4895.0,0.867,0.01444,3200.0,6875.0,4.12,-0.42,1.606,4.264,11.01,0.003817,4.737,1.157,0.5923,9.9031286853e-41,3.484614,-4.973183,1.200922
814,38.1041,0.037826568,30.450164,88.18,0.9652,3.645,1.383,918.2,0.4895732,-0.06479,0.7315436,-0.3896512,19.13,868.9,20.67,249.6,47.73,3.182,0.1988,456.0,5250.0,4.52,-0.36,0.771,14.64,18.16,0.7516,24.55,1.053,0.1765,4.5405960064e-70,7.244527,-0.0004685659,1.02866
815,1.87004,0.0071193816,2.1282057,76.41,0.5,5.869,0.05518,56.79,0.4810992,0.058878,0.392992,-0.258174,9.517,29870.0,17.84,19480.0,2742.0,3.015,0.03755,3380.0,7537.0,3.56,-0.18,3.881,8.486,10.13,1.694e-05,4.43,0.9399,0.4693,4.0547145806e-28,5.831016,-1.937127,1.10342
816,0.805282,2.8403203e-06,1.0319089,22.74,0.9517,1.831,5.513e-05,6.438e-06,0.5078412,0.5807104,-0.667607,0.2645776,2.349e-06,33100.0,9.799,28070.0,2659.0,0.001273,0.02173,4390.0,7234.0,3.54,0.08,4.108,5.278,10.91,0.0,3.669,2.153e-07,0.4675,1.2684044505e-36,4.189377,-4.366659,1.213732
817,536.418,0.022049116,280.19248,89.88,0.5842,12.27,0.3973,527.9,0.2312678,1.134367,-1.0948784,0.382363,3.63,259.2,13.56,85.63,13.68,3.397,1.36,305.0,6792.0,4.21,-0.44,1.412,37.64,10.03,8.666,15.14,0.3621,0.373,6.2796599535e-17,8.375009,-1.285442,1.36647
